away,cross,home,ones,twos,year
El Salvador,4.53,Costa Rica,1.35,7.98,2010
Mexico,3.29,Honduras,2.81,2.4,2010
Peru,7.4,Brazil,1.11,19.08,2010
Trinidad & Tobago,5.38,USA,1.22,12.24,2010
Uruguay,3.19,Chile,2.22,3.22,2010
Paraguay,3.23,Ecuador,2.09,3.54,2010
Argentina,3.68,Bolivia,5.61,1.61,2010
Ukraine,4.33,England,1.38,9.11,2010
Lithuania,6.21,France,1.17,15.73,2010
Iceland,3.79,Scotland,1.56,6.18,2010
Ireland,4.04,Italy,1.44,8.08,2010
Belgium,3.34,Bosnia & Herzegovina,2.08,3.4,2010
FYR Macedonia,7.2,Netherlands,1.14,18.72,2010
Slovenia,3.18,Northern Ireland,2.22,3.24,2010
Germany,4.16,Wales,7.58,1.44,2010
Croatia,13.6,Andorra,41.8,1.02,2010
Romania,3.22,Austria,3.09,2.3,2010
Slovakia,3.72,Czech Republic,1.53,6.83,2010
Israel,3.4,Greece,1.73,5.03,2010
San Marino,18.38,Poland,1.01,63,2010
Moldova,7.45,Switzerland,1.14,16.52,2010
Albania,5.66,Denmark,1.23,12.9,2010
Spain,3.21,Turkey,3.68,2.06,2010
Russia,11.55,Liechtenstein,35.3,1.04,2010
United Arab Emirates,4.13,Saudi Arabia,1.42,7.76,2010
Montenegro,3.21,Georgia,2.55,2.75,2010
Malta,8.13,Hungary,1.12,19.42,2010
Luxembourg,6.35,Latvia,1.17,17,2010
Cyprus,4.11,Bulgaria,1.43,7.99,2010
Armenia,3.3,Estonia,1.99,3.62,2010
Belarus,3.29,Kazakhstan,3.43,2.11,2010
Qatar,3.43,Bahrain,1.77,4.39,2010
North Korea,3.14,South Korea,1.71,5.66,2010
Uzbekistan,4.53,Australia,1.35,8.86,2010
Colombia,3.19,Venezuela,2.51,2.72,2010
Chile,3.18,Peru,2.68,2.62,2010
Brazil,3.3,Ecuador,3.94,1.88,2010
Zambia,5.32,Egypt,1.21,10.83,2010
Benin,5.78,Ghana,1.18,12.9,2010
Malawi,7.18,Ivory Coast,1.11,15,2010
Nigeria,3.42,Mozambique,5,1.64,2010
USA,3.75,El Salvador,5.34,1.56,2010
Bolivia,4.04,Colombia,1.43,8,2010
Costa Rica,3.83,Mexico,1.53,6.35,2010
Honduras,3.21,Trinidad & Tobago,2.61,2.63,2010
Venezuela,6.93,Argentina,1.14,17.75,2010
Turkey,4.64,Spain,1.34,9.03,2010
Sweden,3.61,Portugal,1.58,6.08,2010
Paraguay,3.19,Uruguay,2.06,3.57,2010
Gabon,4.55,Morocco,1.3,9,2010
Bosnia & Herzegovina,3.6,Belgium,1.68,5.01,2010
Bulgaria,3.29,Ireland,1.82,4.66,2010
France,3.57,Lithuania,6.1,1.59,2010
Italy,3.47,Montenegro,5.97,1.63,2010
Scotland,4.91,Netherlands,1.27,12.32,2010
Czech Republic,3.22,Slovenia,3.77,2.04,2010
Hungary,3.22,Albania,2.54,2.76,2010
Liechtenstein,15.8,Germany,1.01,57.2,2010
Denmark,6.76,Malta,17.27,1.15,2010
Serbia,3.15,Romania,2.24,3.29,2010
Georgia,3.35,Cyprus,1.93,3.96,2010
Greece,3.07,Israel,2.38,3.07,2010
Guinea,3.2,Burkina Faso,2.29,2.85,2010
Poland,3.21,Northern Ireland,3.47,2.19,2010
Mali,3.21,Sudan,2.93,2.28,2010
Switzerland,3.87,Moldova,6.97,1.5,2010
Estonia,3.28,Armenia,2.02,3.73,2010
Latvia,3.43,Luxembourg,4.81,1.75,2010
Cameroon,3.39,Togo,4.85,1.67,2010
Finland,3.25,Wales,2.15,3.4,2010
Saudi Arabia,3.3,Iran,1.85,4.05,2010
Azerbaijan,10.25,Russia,1.07,31.79,2010
Algeria,3.11,Rwanda,2.86,2.31,2010
Tunisia,3.13,Kenya,3.08,2.24,2010
Qatar,3.29,Uzbekistan,1.86,4.05,2010
Bahrain,4.23,Japan,1.37,8.4,2010
United Arab Emirates,3.42,North Korea,1.69,4.79,2010
Honduras,3.39,Costa Rica,1.89,4,2010
Trinidad & Tobago,3.23,El Salvador,2.2,3.23,2010
Mexico,3.27,USA,1.91,4.15,2010
Georgia,4.5,Ireland,1.34,9.48,2010
Northern Ireland,7.94,San Marino,21,1.1,2010
Albania,3.7,Malta,6.38,1.56,2010
South Korea,3.13,Iran,2.11,3.38,2010
Bahrain,3.38,Uzbekistan,1.76,4.4,2010
Australia,3.11,Japan,2.22,3.12,2010
Saudi Arabia,3.1,North Korea,2.58,2.63,2010
Guatemala,4.64,USA,1.32,8.95,2010
Costa Rica,3.18,El Salvador,2.37,2.68,2010
Cuba,5.33,Trinidad & Tobago,1.25,10.33,2010
Mexico,2.49,Honduras,2.97,2.99,2010
Canada,4.37,Jamaica,1.37,7.47,2010
Czech Republic,15,San Marino,48.2,1.02,2010
Haiti,3.2,Suriname,2.74,2.42,2010
South Korea,3.19,Saudi Arabia,2.55,2.63,2010
Japan,3.16,Qatar,3.27,2.2,2010
Iran,3.4,United Arab Emirates,4.06,1.91,2010
Australia,3.33,Bahrain,4.18,1.92,2010
Fiji,6.5,New Zealand,1.12,14,2010
Mexico,3.57,Canada,5.96,1.56,2010
Haiti,6.63,Costa Rica,1.15,11.88,2010
Suriname,4.66,El Salvador,1.3,10,2010
Colombia,5.07,Brazil,1.27,12.62,2010
Ecuador,3.19,Venezuela,2.51,2.79,2010
Guatemala,3.5,Cuba,4.24,1.88,2010
Honduras,3.31,Jamaica,3.09,2.16,2010
USA,3.29,Trinidad & Tobago,3.79,1.97,2010
Argentina,3.53,Chile,4.97,1.69,2010
Peru,4.57,Paraguay,1.34,9.61,2010
Albania,8.28,Portugal,1.1,21.2,2010
Montenegro,6.29,Italy,1.19,13.86,2010
Spain,3.56,Belgium,5.3,1.71,2010
Wales,6.63,Germany,1.18,14.18,2010
Cyprus,4.38,Ireland,1.38,8.54,2010
San Marino,10.94,Northern Ireland,1.05,28.5,2010
Serbia,3.18,Austria,2.85,2.51,2010
England,4.48,Belarus,8.63,1.38,2010
Turkey,4.02,Estonia,7.53,1.45,2010
Switzerland,3.33,Greece,1.8,4.71,2010
Poland,3.24,Slovakia,2.5,2.79,2010
Armenia,4.43,Bosnia & Herzegovina,1.38,8.52,2010
Andorra,18.6,Croatia,1.01,62.8,2010
Moldova,3.25,Luxembourg,4.11,1.93,2010
FYR Macedonia,3.19,Iceland,2.59,2.7,2010
Hungary,4.59,Malta,8.14,1.39,2010
Netherlands,3.21,Norway,3.9,2.01,2010
Bulgaria,3.42,Georgia,5.07,1.73,2010
Israel,3.17,Latvia,3.62,2.08,2010
Faroe Islands,7.25,Lithuania,1.14,16.7,2010
Slovenia,4.35,Czech Republic,1.39,8.51,2010
Finland,4.91,Russia,1.31,9.79,2010
North Korea,3.88,Iran,1.46,6.92,2010
United Arab Emirates,4.3,South Korea,1.36,8.52,2010
Uzbekistan,5.45,Japan,1.23,11.44,2010
Qatar,5.2,Australia,1.25,10.29,2010
Uruguay,3.25,Bolivia,2.61,2.86,2010
Chile,3.25,Ecuador,2.14,3.36,2010
Brazil,4.02,Venezuela,7.64,1.45,2010
Djibouti,12.25,Egypt,1.01,52,2010
Kenya,3.72,Guinea,1.44,7.19,2010
Niger,5.38,Angola,1.21,11.5,2010
Burkina Faso,3.24,Burundi,3.51,1.97,2010
Benin,3.61,Uganda,1.58,5.33,2010
Trinidad & Tobago,3.28,Guatemala,2,3.61,2010
Canada,3.86,Honduras,1.49,6.05,2010
Mexico,3.88,Jamaica,6.63,1.46,2010
Paraguay,3.22,Colombia,2.32,2.96,2010
Cuba,8.2,USA,1.1,17.75,2010
El Salvador,3.3,Haiti,3.11,2.13,2010
Uruguay,4.04,Argentina,1.39,8.01,2010
Costa Rica,4.28,Suriname,6.63,1.39,2010
Peru,3.46,Bolivia,1.81,4.79,2010
Armenia,5.54,Belgium,1.22,12.38,2010
Spain,6.16,Estonia,14.25,1.17,2010
Russia,3.46,Germany,1.71,4.83,2010
Iceland,6.63,Netherlands,1.15,16.75,2010
Northern Ireland,3.29,Slovenia,2.02,3.86,2010
France,3.15,Romania,3.11,2.33,2010
Moldova,6.19,Greece,1.18,13.5,2010
Israel,5.46,Luxembourg,11,1.24,2010
Czech Republic,3.13,Poland,2.74,2.62,2010
Slovakia,9.63,San Marino,34.75,1.06,2010
Mauritania,8.28,Morocco,1.1,18.01,2010
Italy,3.16,Bulgaria,3.74,2.14,2010
Lithuania,3.88,Serbia,1.49,6.75,2010
Malta,10.88,Denmark,1.05,30.75,2010
Portugal,3.11,Sweden,3.1,2.36,2010
Bosnia & Herzegovina,3.95,Turkey,1.44,7.26,2010
Chad,4.73,Mali,1.26,10,2010
Congo,3.35,Sudan,1.79,4.03,2010
Albania,3.6,Hungary,1.61,5.56,2010
Croatia,3.13,Ukraine,2.46,2.85,2010
Cyprus,3.32,Georgia,2.08,3.45,2010
Liechtenstein,7.05,Wales,1.12,18.88,2010
Kazakhstan,9.94,England,1.06,34.25,2010
Algeria,3.43,Liberia,4.98,1.61,2010
Gambia,4.05,Senegal,1.39,7.31,2010
Latvia,3.8,Switzerland,1.57,6.39,2010
Swaziland,3.81,Togo,1.44,6.51,2010
Austria,6.69,Faroe Islands,14.88,1.17,2010
South Africa,3.31,Equatorial Guinea,2.94,2.18,2010
Zimbabwe,3.26,Namibia,3.21,2.05,2010
Sierra Leone,4.64,Nigeria,1.29,8.81,2010
Seychelles,7.58,Tunisia,1.11,15.75,2010
Mozambique,3.2,Botswana,2.24,2.9,2010
Mauritius,7.39,Cameroon,1.1,16.75,2010
Libya,3.46,Gabon,1.68,4.84,2010
Lesotho,7.76,Ghana,1.08,13.87,2010
Madagascar,6.38,Ivory Coast,1.15,12.5,2010
Azerbaijan,5.31,Finland,1.24,11.63,2010
Norway,3.14,Scotland,2.21,3.39,2010
Ethiopia,3.75,Rwanda,1.45,7,2010
Cape Verde,3.21,Tanzania,2.35,2.73,2010
D.R. Congo,3.23,Malawi,2.33,2.67,2010
Argentina,3.85,Peru,6.58,1.49,2010
Cuba,3.49,Guatemala,1.71,5.48,2010
Jamaica,3.61,Honduras,1.58,5.87,2010
Canada,5.07,Mexico,1.26,11.69,2010
Bolivia,9.66,Brazil,1.08,27,2010
Trinidad & Tobago,5.06,USA,1.25,11.4,2010
Colombia,3.23,Chile,2.01,3.58,2010
Costa Rica,3.33,Haiti,3.87,1.87,2010
Ecuador,3.81,Uruguay,1.49,6.53,2010
Armenia,9.6,Spain,1.08,32,2010
Denmark,3.64,Portugal,1.6,5.71,2010
El Salvador,3.27,Suriname,2.75,2.73,2010
England,3.1,Croatia,2.44,2.92,2010
Serbia,3.59,France,1.55,6.49,2010
Sudan,3.28,Chad,3.27,2.01,2010
Bahrain,3.28,Qatar,2.01,3.5,2010
Georgia,7.67,Italy,1.11,22,2010
Malta,4.64,Albania,1.33,9.24,2010
Czech Republic,3.21,Northern Ireland,4.16,1.9,2010
Slovakia,3.13,Slovenia,2.59,2.68,2010
Netherlands,3.9,FYR Macedonia,7.36,1.47,2010
Scotland,3.17,Iceland,3.54,2.17,2010
Austria,3.17,Lithuania,2.63,2.65,2010
Poland,15.4,San Marino,44.2,1.02,2010
Luxembourg,13.4,Switzerland,1.03,74.8,2010
Estonia,3.51,Bosnia & Herzegovina,1.61,5.7,2010
Greece,3.23,Latvia,4.18,1.92,2010
Hungary,3.9,Sweden,1.45,7.64,2010
Saudi Arabia,3.21,United Arab Emirates,3.05,2.23,2010
Belgium,3.6,Turkey,1.59,5.84,2010
Germany,3.64,Finland,6.58,1.56,2010
Israel,3.24,Moldova,3.55,2.12,2010
Belarus,5.95,Andorra,14,1.19,2010
Ireland,3.18,Montenegro,3.84,2.13,2010
Romania,9.97,Faroe Islands,26.8,1.06,2010
Liechtenstein,3.81,Azerbaijan,1.51,7.42,2010
Ukraine,3.76,Kazakhstan,6.65,1.52,2010
Australia,3.23,Uzbekistan,3.01,2.24,2010
Wales,4.6,Russia,1.32,10.94,2010
Togo,3.39,Zambia,1.83,4.58,2010
South Korea,3.13,North Korea,3.3,2.22,2010
New Caledonia,5.83,New Zealand,1.19,9.33,2010
Fiji,3.32,Vanuatu,2.85,2.13,2010
Venezuela,4.54,Paraguay,1.33,8.97,2010
Brazil,3.28,Chile,3.74,1.94,2010
Uganda,3.43,Niger,4.78,1.64,2010
Angola,3.2,Benin,2.45,2.64,2010
Scotland,3.13,FYR Macedonia,2.72,2.61,2010
Nigeria,3.14,South Africa,2.42,2.71,2010
Burundi,3.25,Seychelles,3.49,1.95,2010
Tanzania,3.16,Mauritius,2.74,2.32,2010
New Zealand,3.43,New Caledonia,3.87,1.77,2010
Vanuatu,3.5,Fiji,1.64,4.52,2010
Senegal,3.16,Algeria,2.43,2.6,2010
Ghana,3.21,Libya,3.79,1.99,2010
Malawi,6.61,Djibouti,15.25,1.11,2010
El Salvador,4.15,Costa Rica,1.38,7.19,2010
USA,3.39,Guatemala,4.67,1.68,2010
Honduras,4.48,Mexico,1.31,8,2010
Jamaica,3.43,Canada,1.71,4.36,2010
Trinidad & Tobago,3.21,Cuba,2.81,2.27,2010
Suriname,3.61,Haiti,1.52,5.94,2010
Andorra,5.25,Kazakhstan,1.23,11.25,2010
Lesotho,4.54,Gabon,1.29,8.06,2010
Uganda,3.88,Angola,1.42,6.69,2010
Panama,3.21,El Salvador,2.53,2.49,2010
Trinidad & Tobago,3.51,Bermuda,3.56,1.81,2010
Haiti,3.16,Netherlands,2.49,2.49,2010
Antigua and Barbuda,4.35,Cuba,1.31,8.06,2010
Suriname,4.1,Guyana,1.36,7.31,2010
USA,8.63,Barbados,15.25,1.07,2010
Malawi,5.41,Egypt,1.21,12.44,2010
Sudan,4.26,Mali,1.35,7.2,2010
Uzbekistan,3.36,Saudi Arabia,1.92,3.69,2010
Mauritius,4.53,Cape Verde,1.3,8.32,2010
Gabon,5.68,Ghana,1.19,12.2,2010
Namibia,3.7,Guinea,1.45,6.15,2010
Botswana,6.3,Ivory Coast,1.14,13.25,2010
Kuwait,4.45,Iran,1.32,8.65,2010
Qatar,3.33,Iraq,1.9,3.77,2010
Syria,3.56,United Arab Emirates,1.72,4.33,2010
Niger,4.63,Benin,1.3,8.24,2010
Turkmenistan,3.87,Jordan,1.45,7,2010
Singapore,3.35,Lebanon,2.69,2.48,2010
Chad,3.84,Congo,1.45,6.31,2010
Djibouti,10.25,D.R. Congo,1.03,22,2010
Thailand,3.79,Oman,1.47,6.73,2010
Mauritania,3.73,Ethiopia,1.48,5.98,2010
Madagascar,3.35,Mozambique,1.67,4.66,2010
Kenya,3.32,Zimbabwe,1.75,4.53,2010
North Korea,3.51,South Korea,1.6,5.33,2010
Bahrain,4.14,Japan,1.39,7.38,2010
China,4.11,Australia,1.4,7.18,2010
Grenada,6.63,Costa Rica,1.12,12.75,2010
Belize,9.13,Mexico,1.04,21,2010
Guatemala,5.75,Saint Lucia,10.88,1.17,2010
Liberia,5.19,Senegal,1.21,10.5,2010
Rwanda,4.59,Morocco,1.32,8.88,2010
Burundi,5.61,Tunisia,1.18,11.3,2010
Seychelles,6.53,Burkina Faso,1.13,13.7,2010
Equatorial Guinea,6.92,Nigeria,1.11,15.58,2010
Sierra Leone,5.21,South Africa,1.24,11.21,2010
Tanzania,7.52,Cameroon,1.11,14.63,2010
Swaziland,4.31,Zambia,1.34,7.69,2010
Vanuatu,3.42,New Caledonia,1.69,4.28,2010
Saint Vincent and the Grenadines,10.25,Canada,1.03,21.25,2010
Gambia,3.56,Algeria,1.53,6.05,2010
Lesotho,5.72,Libya,1.19,12.6,2010
Chile,3.23,Venezuela,2.28,2.99,2010
Argentina,3.36,Brazil,1.99,3.49,2010
Colombia,3.03,Ecuador,2.07,3.41,2010
Paraguay,3.24,Bolivia,2.84,2.38,2010
Jamaica,5,Bahamas,9.75,1.25,2010
Cuba,3.23,Antigua and Barbuda,3.54,1.91,2010
Peru,3.53,Uruguay,1.58,5.81,2010
Chile,3.25,Bolivia,2.43,2.8,2010
Bahamas,5.17,Jamaica,1.23,8.9,2010
Bermuda,5.5,Trinidad & Tobago,1.2,9.73,2010
Ecuador,5.56,Argentina,1.14,14.5,2010
El Salvador,3.3,Panama,1.71,4.34,2010
Barbados,9.67,USA,1.05,16.33,2010
Mexico,9.67,Belize,16.33,1.05,2010
Netherlands,4.4,Haiti,1.38,5.92,2010
Brazil,2.98,Paraguay,3.64,2.03,2010
Canada,7.13,Saint Vincent and the Grenadines,14.33,1.1,2010
Senegal,3.64,Liberia,5.91,1.49,2010
Nigeria,3.61,Equatorial Guinea,5.72,1.5,2010
Tunisia,3.53,Burundi,5.38,1.58,2010
Libya,3.46,Lesotho,4.63,1.64,2010
Zambia,3.29,Swaziland,4.15,1.76,2010
Mozambique,3.16,Madagascar,2.31,2.71,2010
Cape Verde,3.2,Mauritius,2.99,2.14,2010
Saint Lucia,6.97,Guatemala,1.1,15.33,2010
Colombia,3.2,Peru,2.33,2.85,2010
Honduras,3.28,Puerto Rico,3.58,1.85,2010
Costa Rica,6.3,Grenada,11.33,1.14,2010
Venezuela,3.44,Uruguay,1.42,7.44,2010
Guyana,3.63,Suriname,4.72,1.6,2010
United Arab Emirates,3.13,Kuwait,2.23,3.12,2010
Algeria,3.24,Gambia,2.91,2.18,2010
Mali,3.2,Sudan,3.71,1.92,2010
Iran,3.13,Syria,3.4,2.08,2010
South Africa,3.53,Sierra Leone,4.92,1.6,2010
Oman,3.56,Bahrain,1.61,5.18,2010
Australia,3.23,Qatar,3.88,1.92,2010
Congo,3.22,Chad,3.22,2,2010
Benin,3.18,Niger,2.7,2.3,2010
Rwanda,4.59,Morocco,1.32,8.88,2010
Burundi,5.61,Tunisia,1.18,11.3,2010
Seychelles,6.53,Burkina Faso,1.13,13.7,2010
Equatorial Guinea,6.92,Nigeria,1.11,15.58,2010
Sierra Leone,5.21,South Africa,1.24,11.21,2010
Tanzania,7.52,Cameroon,1.11,14.63,2010
Swaziland,4.31,Zambia,1.34,7.69,2010
Vanuatu,3.42,New Caledonia,1.69,4.28,2010
Saint Vincent and the Grenadines,10.25,Canada,1.03,21.25,2010
Gambia,3.56,Algeria,1.53,6.05,2010
Lesotho,5.72,Libya,1.19,12.6,2010
Chile,3.23,Venezuela,2.28,2.99,2010
Argentina,3.36,Brazil,1.99,3.49,2010
Colombia,3.03,Ecuador,2.07,3.41,2010
Paraguay,3.24,Bolivia,2.84,2.38,2010
Jamaica,5,Bahamas,9.75,1.25,2010
Cuba,3.23,Antigua and Barbuda,3.54,1.91,2010
Peru,3.53,Uruguay,1.58,5.81,2010
Chile,3.25,Bolivia,2.43,2.8,2010
Bahamas,5.17,Jamaica,1.23,8.9,2010
Bermuda,5.5,Trinidad & Tobago,1.2,9.73,2010
Ecuador,5.56,Argentina,1.14,14.5,2010
El Salvador,3.3,Panama,1.71,4.34,2010
Barbados,9.67,USA,1.05,16.33,2010
Mexico,9.67,Belize,16.33,1.05,2010
Netherlands,4.4,Haiti,1.38,5.92,2010
Brazil,2.98,Paraguay,3.64,2.03,2010
Canada,7.13,Saint Vincent and the Grenadines,14.33,1.1,2010
Senegal,3.64,Liberia,5.91,1.49,2010
Nigeria,3.61,Equatorial Guinea,5.72,1.5,2010
Tunisia,3.53,Burundi,5.38,1.58,2010
Libya,3.46,Lesotho,4.63,1.64,2010
Zambia,3.29,Swaziland,4.15,1.76,2010
Mozambique,3.16,Madagascar,2.31,2.71,2010
Cape Verde,3.2,Mauritius,2.99,2.14,2010
Saint Lucia,6.97,Guatemala,1.1,15.33,2010
Colombia,3.2,Peru,2.33,2.85,2010
Honduras,3.28,Puerto Rico,3.58,1.85,2010
Costa Rica,6.3,Grenada,11.33,1.14,2010
Venezuela,3.44,Uruguay,1.42,7.44,2010
Guyana,3.63,Suriname,4.72,1.6,2010
United Arab Emirates,3.13,Kuwait,2.23,3.12,2010
Algeria,3.24,Gambia,2.91,2.18,2010
Mali,3.2,Sudan,3.71,1.92,2010
Iran,3.13,Syria,3.4,2.08,2010
South Africa,3.53,Sierra Leone,4.92,1.6,2010
Oman,3.56,Bahrain,1.61,5.18,2010
Australia,3.23,Qatar,3.88,1.92,2010
Congo,3.22,Chad,3.22,2,2010
Benin,3.18,Niger,2.7,2.3,2010
Ghana,3.78,Gabon,5.88,1.5,2010
Guinea,3.2,Namibia,2.67,2.35,2010
South Korea,4.69,Turkmenistan,8.78,1.31,2010
Lebanon,6.26,Uzbekistan,1.16,14,2010
Morocco,3.78,Rwanda,6.63,1.46,2010
Ivory Coast,4.33,Botswana,8.75,1.28,2010
Zimbabwe,3.21,Kenya,2.42,2.54,2010
Cameroon,4.71,Tanzania,7.91,1.31,2010
Angola,3.2,Uganda,3.25,2.01,2010
Egypt,4.11,Malawi,7.92,1.35,2010
Burkina Faso,3.89,Seychelles,6.64,1.4,2010
Iraq,3.24,China,2.21,2.96,2010
Saudi Arabia,4.18,Singapore,6.89,1.41,2010
Japan,4.36,Thailand,8.1,1.35,2010
Jordan,3.33,North Korea,1.79,4.22,2010
Ethiopia,3.2,Mauritania,2.18,2.9,2010
D.R. Congo,4.5,Djibouti,7.83,1.3,2010
Syria,3.1,Kuwait,2.36,2.76,2010
Senegal,2.75,Gambia,3.29,1.67,2010
Ghana,4.4,Lesotho,7.95,1.17,2010
Uganda,2.66,Benin,1.91,2.69,2010
Angola,2.84,Niger,3.65,1.59,2010
Sudan,3.33,Congo,1.67,4.5,2010
Malawi,3.29,D.R. Congo,1.34,5.36,2010
Rwanda,2.62,Ethiopia,1.95,2.67,2010
Botswana,2.91,Mozambique,1.53,3.98,2010
Togo,2.82,Swaziland,4.15,1.5,2010
Namibia,2.83,Zimbabwe,1.54,3.83,2010
Ivory Coast,4.65,Madagascar,9.48,1.12,2010
Cameroon,4.52,Mauritius,9.44,1.14,2010
Burundi,4.18,Burkina Faso,1.36,7.33,2010
Gabon,3.3,Libya,1.78,4.12,2010
Tanzania,3.29,Cape Verde,1.86,3.81,2010
Morocco,5.13,Mauritania,9.84,1.27,2010
Nigeria,4.38,Sierra Leone,7.63,1.35,2010
Thailand,5.15,Bahrain,1.25,9.81,2010
Australia,3.23,Iraq,3.51,2.01,2010
Iran,3.07,United Arab Emirates,3.03,2.3,2010
South Korea,3.27,Jordan,4.19,1.83,2010
Mali,3.41,Chad,5.27,1.63,2010
Saudi Arabia,4.54,Lebanon,6.18,3.01,2010
Singapore,6.11,Uzbekistan,1.19,14.59,2010
Japan,3.48,Oman,5.33,1.64,2010
Guinea,3.15,Kenya,2.82,2.27,2010
Equatorial Guinea,4.09,South Africa,1.42,6.9,2010
Tunisia,5.73,Seychelles,10.23,1.18,2010
Qatar,3.41,China,1.73,5.06,2010
Turkmenistan,4.24,North Korea,1.36,8.24,2010
Liberia,4.9,Algeria,1.27,10.07,2010
Egypt,7.9,Djibouti,18.67,1.09,2010
Japan,3.61,Colombia,1.7,6.17,2018
Senegal,3.17,Poland,2.32,3.58,2018
Egypt,3.22,Russia,2.1,4.12,2018
Morocco,3.82,Portugal,1.67,6.02,2018
Saudi Arabia,8.47,Uruguay,1.16,21.2,2018
Spain,7.71,Iran,21.09,1.17,2018
Australia,3.54,Denmark,1.87,4.66,2018
Peru,4.42,France,1.5,7.04,2018
Croatia,3.4,Argentina,2.04,4.07,2018
Costa Rica,7.4,Brazil,1.19,18.31,2018
Iceland,3.11,Nigeria,2.91,2.71,2018
Switzerland,3.04,Serbia,3.06,2.63,2018
Tunisia,5.81,Belgium,1.29,11.93,2018
Mexico,4.06,South Korea,6.88,1.56,2018
Sweden,4.91,Germany,1.39,9.21,2018
Panama,7.27,England,1.17,21.45,2018
Senegal,3.37,Japan,3.66,2.13,2018
Colombia,3.35,Poland,3.25,2.31,2018
Egypt,4.29,Saudi Arabia,7.55,1.48,2018
Russia,3.18,Uruguay,2.27,3.43,2018
Portugal,5.02,Iran,9.48,1.35,2018
Morocco,5.03,Spain,1.34,10,2018
Peru,3.35,Australia,3.63,2.1,2018
France,3.71,Denmark,5.12,1.72,2018
Croatia,3.6,Iceland,4.71,1.79,2018
Argentina,5.18,Nigeria,9.53,1.34,2018
Sweden,3.22,Mexico,2.23,3.46,2018
Germany,7.3,South Korea,15.7,1.18,2018
Brazil,4.81,Serbia,8.24,1.39,2018
Costa Rica,3.54,Switzerland,1.74,5.28,2018
Poland,3.5,Japan,4.27,1.89,2018
Colombia,3.33,Senegal,3.87,2.04,2018
Belgium,3.31,England,2.91,2.46,2018
Tunisia,3.28,Panama,4.07,2.01,2018
